id,name,level,exp,hp
9500629,Chronos,115,10,377625
9500630,Barnard Gray,77,4,38000
9500631,Zeta Gray,78,10,42000
9500632,Ultra Gray,79,10,46000
9500633,Chief Gray,80,10,50000
9500634,Robo,113,10,348075
9500635,Toy Trojan,113,10,348075
9501000,Sealed,10,10,100000
9501001,Darkness,10,10,100000
9501002,Weakness,10,10,100000
9501003,Knocked Out,10,10,100000
9501004,Cursed,10,10,100000
9501005,Poisoned,10,10,100000
9501006,Slow,10,10,100000
9501007,Disable Buff,10,10,100000
9501008,Seduce,10,10,100000
9501009,Immune to Weapon,10,10,100000
9501010,Immune to Magic,10,10,100000
9501011,Cancel Element,10,10,100000
9501012,Reduce Element,10,10,100000
9501013,Expand Element,10,10,100000
9501014,Undead,10,10,100000
9501015,Boss,10,10,100000
9501016,Monster Book Test,1,10,15
9501017,Skull,10,10,125
9501018,Stat Change Test,10,10,125
9501019,Weapon Attack Enhancement (100),10,10,300000
9501020,Magic Attack Enhancement (101),10,10,300000
9501021,Weapon Defense Enhancement (102),10,10,300000
9501022,Magic Defense Enhancement (103),10,10,300000
9501024,Consume (105),10,10,300000
9501025,Area Weapon Attack Enhancement (110),10,10,300000
9501026,Area Magic Attack Enhancement (111),10,10,300000
9501027,Area Weapon Defense (112),10,10,300000
9501028,Area Magic Defense (113),10,10,300000
9501029,Recover HP (114),10,10,300000
9501030,Change Speed of Self and Nearby (115),10,10,300000
9501031,Kick (129),10,10,300000
9501032,Areal Poison (131),10,10,300000
9501033,Turn Undead (133),10,10,300000
9501034,Potion Stop (134),10,10,300000
9501035,Never Stop (135),10,10,300000
9501036,Blind (136),10,10,300000
9501037,Frozen (137),10,10,300000
9501038,Hidden Potential Nullified (138),10,10,300000
9501039,Hard Skin (142),10,10,300000
9501040,Immune to Weapon Counter Attack (143),10,10,300000
9501041,Immune to Magic Counter Attack (144),10,10,300000
9501042,Immune to Weapon and Magic Counter Attack (145),10,10,300000
9501043,Change PAD (150),10,10,300000
9501044,Change MAD (151),10,10,300000
9501045,Change PDD (152),10,10,300000
9501046,Change MDD (153),10,10,300000
9501047,Change ACC (154),10,10,300000
9501048,Change EVA (155),10,10,300000
9501049,Change Speed (156),10,10,300000
9501050,Teleport (170),10,10,300000
9501051,Summon (200),10,10,300000
9501052,Airborne User,10,10,300000
9501053,Range,10,10,300000
9501054,Transform User,10,10,300000
9501055,Explode User,10,10,300000
9501056,Counterattack(Aggro,10,10,300000
9600001,Rooster,40,105,1900
9600002,Duck,42,112,2100
9600003,Sheep,45,123,2400
9600004,Goat,50,142,3000
9600005,Black Goat,55,173,4000
9600006,Cow,53,161,3600
9600007,Plow Ox,58,199,4900
9600008,Black Sheep,57,190,4600
9600009,Giant Centipede,50,108,18000
9600010,Giant Centipede,50,1080,18000
9600012,Black Bear Swordsman,146,10714,1373850
9600013,White Tiger Swordsman,146,10714,1373850
9600014,Eagle Swordsman,146,10714,1373850
9600015,Male Thief,145,10357,1326150
9600016,Female Thief,145,10357,1326150
9600017,Censer,145,10357,1326150
9600018,Wooden Fish,145,10357,1326150
9600019,Mini Gold Martial Artist,147,11023,1425600
9600020,Mini Bronze Martial Artist,146,10714,1373850
9600021,Golden Giant,147,12860,1710720
9600022,Silver Giant,145,12083,1591380
9600023,Bronze Staffman,146,10714,1373850
9600024,Silver Spearman,145,10357,1326150
9600025,Martial Artist,150,674100,80000000
9600063,Festival Lion,50,10000,20000000
9600065,Holiday Super Sock,50,10000,20000000
9600066,New Year's Party Pouch,10,10000,24000000
9600174,Terracotta Bowman,13,10000,1007000
9600175,Terracotta Spearman,13,10000,1007000
9600176,Terracotta Swordsman,13,10000,1007000
9600177,Terracotta Crossbowman,13,10000,1007000
9600178,Terracotta General,13,10000,10070000
9600179, Mini Gold Martial Artist,13,10000,1007000
9600180,Golden Giant,13,10000,1007000
9600181,Silver Giant,13,10000,1007000
9600182,Mini Bronze Martial Artist,13,10000,1007000
9600183,Bronze Staffman,13,10000,1007000
9600184,Silver Spearman,13,10000,1007000
9600185,Martial Artist,13,10000,20140000
9600186,Festival Lion,13,10000,20140000
9600300,Raving Chicken,140,6617,1087800
9600301,Cuckoo Chicken,140,6837,1120434
9600302,Deranged Duck,140,6617,1087800
9600303,Nutty Sheep,141,6835,1134300
9600304,Loony Sheep,141,7062,1168329
9600305,Unhinged Goat,142,7055,1178775
9600306,Batty Goat,142,7290,1214138
9600307,Bonkers Cow,143,7314,1227000
9600308,Mad Plow Ox,143,7558,1288350
9600309,Giant Centipede,145,69048,19892250
9600310,Bicycle Ghost,140,9558,1631700
9600311,Sign Ghost,141,9872,1701450
9600312,Stoplight Ghost,142,10191,1768163
9600313,Shopper Jiangshi,144,11729,2169413
9600314,Traveler Jiangshi,145,12083,2254455
9600315,Pale Jiangshi,145,13810,2652300
9600316,Blood Jiangshi,146,14285,2747700
9600317,Poison Jiangshi,147,14698,2851200
9600318,Diabolic Jiangshi,150,200380,79312500
9601000,蛇,10,0,9999
9601001,刺鳍鱼,10,0,9999
9601002,白雪人 ,10,0,99999
9601007,Wukong,140,1000,30000
9601008,Sondal,140,1000,30000
9601009,Alang,140,0,59800000
9601010,Bonsun,140,0,56500000
9601011,Wukong,140,0,72800000
9601012,Sondal,140,0,74200000
9601013,Gold Dragon,140,0,84500000
9601014,Red Tiger,140,0,82100000
9601015,Evil Snake Brothers,140,800000,76000000
9601016,Alang,140,285000,59800000
9601017,Bonsun,140,415000,56500000
9601018,Wukong,140,548000,72800000
9601019,Sondal,140,548000,74200000
9601020,Gold Dragon,140,723000,84500000
9601021,Red Tiger,140,723000,82100000
9601022,Evil Snake Brothers,140,0,10000000
9601025,Wukong,140,0,11000000
9601026,Fire Marble,140,0,500000
9601027,松松,76,446,17000
9601028,Leaf,11,0,150
9601029,Leaf,11,0,150
9601030,Leaf,11,0,150
9601031,Two-Headed Snake Summoner,1,0,40000
9601032,Fire Marble,140,0,10000000
9601033,Alang,1,0,100
9601034,Bonsun,1,0,100
9601035,Wukong,1,0,100
9601036,Sondal,1,0,100
9601037,Gold Dragon,1,0,100
9601038,Red Tiger,1,0,100
9601050,Lost in Thought,140,100000,1700000
9601054,Wu Tien Eagle,140,6328,1134300
9601055,Wu Tien Eagle,140,6328,1134300
9601056,Wu Tien Eagle,140,6328,1134300
9601057,Rock,250,6328,100
9601058,Rock,250,6328,100
9601059,Rock,250,6328,100
9601061,Haunted Sandstone,146,10714,1373850
9601062,Haunted Graystone,146,10714,1373850
9601063,Haunted River Rock,146,10714,1373850
9601064,Blue Zhanshi Spirit,148,11334,1478250
9601065,Red Zhanshi Spirit,148,11334,1478250
9601066,Haunted Helmet,145,10357,1326150
9601067,Fallen Spirit,140,22056,3421400
9601068,Chief Priest,145,4656000,400000000
9601069,Silver Giant,200,4656000,330000000
9601105,Nyen,33,100,400000000
9601109,황룡,100,0,50000000
9601110,황룡,120,0,100000000
9601111,적호,100,0,50000000
9601112,적호,120,0,100000000
9601116,Nyen's Balloon Rat,3,0,15000000
9601117,Nyen's Blue Flower Cow,3,0,15000000
9601118,Nyen's Hogul,3,0,15000000
9601119,Nyen's White Desert Rabbit,3,0,15000000
9601120,Nyen's Drake,3,0,15000000
9601121,Nyen's Bellamoa,3,0,15000000
9601122,Nyen's Toy Trojan,3,0,15000000
9601123,Nyen's Tragos,3,0,15000000
9601124,Nyen's Wild Monkey,3,0,15000000
9601125,Nyen's Punk Chick,3,0,15000000
9601126,Nyen's Jr. Cerebes,3,0,15000000
9601127,Nyen's Iron Hog,3,0,15000000
9601128,Vengeful Nyen,33,100,400000000
9601129,Lunar New Year Fireworks Box,15,1500,50000000
9700000,Subway Slime,24,1500,1
9700001,Subway Orange Mushroom,24,1500,1
9700002,Subway Ribbon Pig,24,1500,1
9700003,Subway Horny Mushroom,24,1500,1
9700004,Pyramid Mummydog,39,1500,1
9700005,Pyramid Skeleton,39,1500,1
9700006,Mummy,39,1500,1
9700007,Pharaoh Snake,39,1500,1
9700008,Anubis,39,1500,1
9700009,Pyramid Mummydog,44,1500,1
9700010,Pyramid Skeleton,44,1500,1
9700011,Mummy,44,1500,1
9700012,Pharaoh Snake,44,1500,1
9700013,Anubis,44,1500,1
9700014,Pyramid Mummydog,49,1500,1
9700015,Pyramid Skeleton,49,1500,1
9700016,Mummy,49,1500,1
9700017,Pharaoh Snake,49,1500,1
9700018,Anubis,49,1500,1
9700019,Pharaoh Jr. Yeti,39,1500,1
9700020,Metro Bubbling,15,1500,1
9700021,Pharaoh Yeti,39,1500,1
9700022,Transparent Pharaoh Yeti,40,1500,1
9700023,Transparent Pharaoh Yeti,40,1500,1
9700024,Pyramid Mummydog,59,1500,1
9700025,Pyramid Skeleton,59,1500,1
9700026,Mummy,59,1500,1
9700027,Pharaoh Snake,59,1500,1
9700028,Anubis,59,1500,1
9700029,Pharaoh Jr. Yeti,40,1500,1
9700030,Seaman Recruit Ghost,60,1500,11000
9700031,Seaman Apprentice Ghost,61,1500,11800
9700032,Lieutenant Ghost,61,1500,11800
9700033,1st Lieutenant Ghost,61,1500,11800
9700034,Lieutenant Commander Ghost,61,1500,11800
9700035,First Officer,62,1500,12600
9700036,Wooden Box,1,1500,1
9700037,Ghost Ship Captain,62,1500,4000000
9700038,Ghost Ship Captain Spirit,40,1500,1
9800000,Stone Golem,21,138,6075
9800001,Dark Stone Golem,24,157,7425
9800002,Mixed Golem,27,187,9750
9800003,Metal Golem,30,660,36000
9800004,Latest Hits Compilation,45,420,36000
9800005,Greatest Oldies,46,435,37800
9800006,Cheap Amplifier,49,472,43200
9800007,Fancy Amplifier,50,487,45000
9800008,Spirit of Rock,53,1606,144000
9800009,Crimson Rock,55,1716,160000
9800010,Dark Jr. Yeti,71,1214,165000
9800011,Dark Pepe,72,1301,180000
9800012,Hector,74,1467,210000
9800013,White Fang,75,1550,225000
9800014,Yeti,77,1880,285000
9800015,Dark Yeti,78,2046,315000
9800016,Snow Witch,80,6710,1000000
9800017,Seacle,76,1719,255000
9800018,Cico,77,1880,285000
9800019,Krip,78,2046,315000
9800020,Mask Fish,80,2368,375000
9800021,Clang,82,2685,435000
9800022,King Clang,83,2685,310000
9800023,King Clang,83,6014,930000
9800024,Seruf,85,6014,350000
9800025,Seruf,85,8855,1400000
9800026,Red Drake,62,800,94500
9800027,Ice Drake,64,874,106500
9800028,Dark Drake,66,953,120000
9800029,Tauromacis,68,1040,135000
9800030,Taurospear,68,1040,135000
9800031,Jr. Balrog,70,3256,400000
9800032,Hodori,81,2528,405000
9800033,Three-Tailed Fox,85,3153,525000
9800034,Hogul,83,2846,465000
9800035,Blin,87,2846,585000
9800036,Blin,87,3460,585000
9800037,Scholar Ghost,90,10890,1800000
9800038,Nine-Tailed Fox,89,10494,1720000
9800039,Plateon,86,3308,555000
9800040,Mecateon,88,3612,615000
9800041,Machine MT-09,90,3913,675000
9800042,Ultra Gray,91,4062,705000
9800043,Chief Gray,93,4359,765000
9800044,Zeno,95,12826,2200000
9800045,Rurumo,109,0,1245000
9800046,Roid,105,0,1125000
9800047,Neo Huroid,107,0,1185000
9800048,Security Camera,113,0,2730000
9800049,D. Roy,111,0,1305000
9800050,Deet and Roi,114,0,3720000
9800051,Mossy Snail,115,0,1425000
9800052,Tree Rod,117,0,1485000
9800053,Mossy Mushroom,119,0,1545000
9800054,Primitive Boar,121,0,1605000
9800055,Stone Bug,123,0,1665000
9800056,Poison Golem,105,0,7500000
9800057,Poison Golem,105,0,7500000
9800058,Poison Golem,124,0,4520000
9800059,Wooden Target Dummy,120,0,1575000
9800060,Bamboo Warrior,122,0,3270000
9800061,Grizzly,123,0,1665000
9800062,Panda,124,0,1695000
9800063,Tae Roon,126,0,3540000
9800064,Sage Cat,127,0,1800000
9800065,King Sage Cat,128,0,1875000
9800066,Giant Centipede,129,0,5200000
9800067,Dark Klock,145,0,3150000
9800068,Death Teddy,147,0,3300000
9800069,Phantom Watch,149,0,3450000
9800070,Grim Phantom Watch,151,0,3600000
9800071,Gate Keeper,153,0,3900000
9800072,Thanatos,154,0,10800000
9800073,Overlord A,160,0,4950000
9800074,Afterlord,162,0,5250000
9800075,Bergamot,125,0,23000000
9800076,Bergamot,125,0,23000000
9800077,Bergamot,164,0,11100000
9800078,Maverick Type A,164,0,5550000
9800079,Maverick Type S,165,0,5700000
9800080,Imperial Guard,166,0,5850000
9800081,Royal Guard,167,0,6000000
9800082,Nibelung,130,0,27000000
9800083,Nibelung,130,0,27000000
9800084,Nibelung,169,0,16800000
9800085,Werewolf,171,0,6600000
9800086,Lycanthrope,172,0,6750000
9800087,Coolie Zombie,174,0,7050000
9800088,Minor Zombie,176,0,7350000
9800089,Fire Poison,178,0,7650000
9800090,Riche,179,0,15600000
9800091,Ergoth,180,0,21200000
9800092,Crocky the Gatekeeper,176,0,7350000
9800093,Reindeer,178,0,7650000
9800094,Blood Reindeer,179,0,7800000
9800095,Bearwolf,180,0,7950000
9800096,Grey Vulture,181,0,8250000
9800097,Castle Golem,182,0,8550000
9800098,Prison Guard Boar,183,0,8850000
9800099,Ani,185,0,25200000
9800100,Red Dragon Turtles,181,0,8250000
9800101,Dark Cornian,182,0,8550000
9800102,Red Wyvern,184,0,9150000
9800103,Blue Wyvern,186,0,9750000
9800104,Dark Wyvern,188,0,10350000
9800105,Leviathan,190,0,29200000
9800106,Qualm Monk,186,0,9750000
9800107,Qualm Guardian,188,0,10350000
9800108,Dodo,192,0,23100000
9800109,Lilynouch,192,0,23100000
9800110,Oblivion Monk Trainee,189,0,10650000
9800111,Oblivion Guard,191,0,11250000
9800112,Chief Oblivion Guardian,193,0,11850000
9800113,Lyka,195,0,33200000
9800114,Knight A,191,0,11250000
9800115,Knight B,192,0,11550000
9800116,Knight C,194,0,12150000
9800117,Knight D,196,0,12750000
9800118,Knight E,198,0,13350000
9800119,Chief Knight of Darkness,200,0,37200000
9800120,Chief Knight of Darkness,200,0,37200000
9800121,Ifrit,199,0,18200000
9800122,Chief Knight of Darkness,200,0,37200000
9800123,Chief Knight of Darkness,200,0,37200000
9800124,Chief Knight of Darkness,200,0,37200000
9800126,Keynoceros,70,0,200000
9800127,Keynoceros,80,0,500000
9800128,Keynoceros,85,0,700000
9800129,Keynoceros,90,0,900000
9800130,Keynoceros,95,0,1100000
9800131,Keynoceros,145,0,4200000
9800132,Keynoceros,150,0,4700000
9800133,Keynoceros,155,0,5600000
9800134,Keynoceros,160,0,6600000
9800135,Keynoceros,165,0,7600000
9800136,Keynoceros,170,0,8600000
9800137,Keynoceros,175,0,9600000
9800138,Keynoceros,180,0,10600000
9800139,Keynoceros,185,0,12600000
9800140,Keynoceros,190,0,14600000
9800141,The Spiegular,60,0,2000
9800142,White Desert Rabbit,95,4650,825000
9800143,Brown Desert Rabbit,96,4800,855000
9800144,Ear Plug Plead,97,5059,885000
9800145,Scarf Plead,99,5594,945000
9800146,Deo,101,11277,2010000
9800147,Cactus,101,6151,1005000
9800148,Royal Cactus,103,6725,1065000
9800149,Deo,104,16093,2920000
9800150,Ginseng Jar,125,0,1725000
9800151,Bellflower Root,127,0,1800000
9800152,Mr. Alli,129,0,1950000
9800153,Calico Mack,131,0,4200000
9800154,Kru,132,0,2175000
9800155,Captain,133,0,2250000
9800156,Lord Pirate,134,0,6200000
9800157,Dinogoth,135,0,2400000
9800158,Dinodon,137,0,2550000
9800159,Guerrilla Specter,139,0,2700000
9800160,Magician Specter,144,0,6150000
9800161,Specter Engineer,141,0,2850000
9800162,Power Specter,143,0,3000000
9800163,Reaper Specter,144,0,8200000
9800164,Harp,140,0,2775000
9800165,Blood Harp,142,0,2925000
9800166,Master Harp,144,0,6150000
9800167,Blue Kentaurus,144,0,3075000
9800168,Red Kentaurus,146,0,3225000
9800169,Black Kentaurus,148,0,3375000
9800170,Kentaurus King,148,0,6750000
9800171,Griffey,149,0,9200000
9800172,Wild Monkey,150,0,3525000
9800173,Mama Monkey,152,0,3750000
9800174,Mean Mama Monkey,154,0,4050000
9800175,SnowFro the Fruitnificent,155,0,8400000
9800176,Stone Goblin,156,0,4350000
9800177,Strong Stone Goblin,157,0,4500000
9800178,Ganapati,158,0,12400000
9800179,Swollen Stump,201,0,14250000
9800180,Pillaging Wild Boar,202,0,14550000
9800181,Pillaging Fire Boars,203,0,14850000
9800182,Sinister Wooden Mask,205,0,15450000
9800183,Sinister Rocky Mask,206,0,15750000
9800184,Ancient Dark Golem,208,0,32700000
9800185,Swollen Axe Stump,207,0,16050000
9800186,Ghostwood Stumpy,209,0,44000000
9801000,Yeti,100,1826,100
9801001,Dark Yeti,100,1984,100
9801002,Snow Witch,100,6710,100
9801003,Tauromacis,100,1028,100
9801004,Taurospear,100,1028,100
9801005,Jr. Balrog,100,3256,100
9801006,Three-Tailed Fox,100,3019,100
9801007,Blin,100,3019,100
9801008,Blin,100,6600,100
9801009,Scholar Ghost,100,10494,100
9801010,Ultra Gray,100,3848,100
9801011,Chief Gray,100,4114,100
9801012,Zeno,100,12826,100
9801013,Neo Huroid,100,22253,100
9801014,D. Roy,100,24375,100
9801015,Deet and Roi,100,72618,100
9801016,Primitive Boar,100,26445,100
9801017,Stone Bug,100,27458,100
9801018,Poison Golem,100,27458,100
9801019,Poison Golem,100,27458,100
9801020,Poison Golem,100,79695,100
9801021,Panda,100,27960,100
9801022,Sage Cat,100,28958,100
9801023,Giant Centipede,100,92967,100
9801024,Grim Phantom Watch,100,34253,100
9801025,Gate Keeper,100,36323,100
9801026,Thanatos,100,51160,100
9801027,Keynoceros,100,51160,100
9802000,Young Ghost,135,5893,1051200
9802001,Gentleman Ghost,135,5893,1051200
9802002,Lord Ghost,135,5893,1051200
9802003,Banshee,135,127,4400
9802004,Banshee,135,127,4400
9802005,Banshee,135,127,4400
9803000,오공,33,0,2400
9803001,송달,33,0,2400
9803002,아랑,33,0,2400
9803003,봉선,33,0,2400
9803004,오공,33,0,2400
9803005,송달,33,0,2400
9803006,황룡,33,0,2400
9803007,적호,33,0,2400
9803008,사악한 뱀형제,33,0,2400
9803009,아랑,33,0,2400
9803010,봉선,33,0,2400
9803011,오공,33,0,2400
9803012,송달,33,0,2400
9803013,황룡,33,0,2400
9803014,적호,33,0,2400
9803015,오공,33,0,2400
9803016,불구슬,33,0,2400
9803017,나뭇잎,11,0,150
9803018,나뭇잎,11,0,150
9803019,나뭇잎,11,0,150
9803020,쌍두사 소환용 몬스터,1,0,40000
9803021,불구슬,33,0,2400
9803022,아랑,1,0,100
9803023,봉선,1,0,100
9803024,오공,1,0,100
9803025,송달,1,0,100
9803026,황룡,1,0,100
9803027,적호,1,0,100
9803028,훈련용 짚인형,33,0,2400
9803029,성가신 크루,33,0,2400
9803030,성가신 캡틴,33,0,2400
9803031,황룡,140,0,64500000
9803032,적호,140,0,62100000
9803050,노히메,160,22000000,2000000000
9803051,훈련된 오다군 무사,33,0,2400
9803052,훈련된 오다군 정찰병,33,0,2400
9803053,오염된 요괴,33,0,2400
9803054,뿔 오염된 요괴,33,0,2400
9803055,오다군 음양사,33,0,2400
9803056,세뇌된 창병,33,0,2400
9803057,세뇌된 검병,33,0,2400
9803058,세뇌된 기병,33,0,2400
9803059,미로쿠,33,0,2400
9803060,미카가미,33,0,2400
9803061,렌게,33,0,2400
9803062,오우라 쇼군,33,0,2400
9803063,노히메,33,0,2400
9803064,세뇌된 기병,33,0,2400
9803065,dummy,33,0,2400
9803066,오우라 쇼군의 소환수,33,0,2400
9803067,오우라 쇼군의 소환수,33,0,2400
9803068,오우라 쇼군의 소환수,33,0,2400
9803069,오우라 쇼군의 소환수,33,0,2400
9803070,세뇌된 창병,33,0,2400
9803071,미카가미,33,0,2400
9803072,렌게,33,0,2400
9803073,오우라 쇼군,33,0,2400
9803074,미로쿠,33,0,2400
9803075,노히메,33,0,2400
9810000,Spiegelframe,114,0,93000
9810001,Birk,114,1768,93000
9810100,Baby Boulder Muncher,33,72,1200
9810101,Dust Box,22,39,435
9810102,Water Thief Monster,20,35,375
9810103,Cart Bear,74,382,14000
9810200,White Desert Rabbit,67,263,8500
9810201,Sand Dwarf,84,767,33000
9810202,Desert Giant,88,917,41000
9810300,Harp,109,1618,83000
9810301,Hobi,101,1367,67000
9810302,Rash,97,1234,59000
9810303,Giant Nependeath,45,112,2400
9810304,Thorny Vine,76,112,8000
9810305,Red Dragon Turtle,128,2226,125000
9810400,Thick Branch,81,650,27000
9810401,Thick Branch,81,650,27000
9810402,Jr. Yeti,45,112,2400
9810403,Werewolf,127,2149,120000
9820000,Guide Reward Dummy,10,2149,2100000000
9820001,Guide Reward Dummy 2,10,2149,2100000000
9820002,Straw Dummy 3,10,2149,2100000000
9820003,Guide Reward Dummy 4,10,2149,2100000000
9830000,Primitive Boar,30,1,200
9830001,Tchau,30,1,1000
9830002,Mean Mama Monkey,121,3090,313510
9830003,Teeny White Monkey,120,3007,302400
9830004,White Monkey Master,122,99800,5450000
9830005,Corrupted Cornian,125,3429,359950
9830006,Corrupted Kentaurus,124,3343,348040
9830007,Corrupted Wyvern,123,3259,336330
9830008,Dragonoir,107,320000,107000000
9830009,Frostprey,120,13500,1350000
9830010,Phoenix,120,13500,1350000
9830011,Soaring Hawk,103,3578,301040
9830012,Soaring Eagle,103,3578,301040
9830013,Griffey,115,31480,11328750
9830014,Master Omen,110,12363,1700000
9830015,Toto,190,88400,2100000000
9830016,Corrupted Tree Spirit,161,15563,3522400
9830017,Omen,75,484,30000
9830018,King Omen,110,484,3085500
9831000,Sr. Bellflower Root,30,1000,100
9831001,Bellflower Root,30,6,100
9831002,Gigantic Bellflower Root,30,6,100
9831003,Cactus,30,6,100
9831004,Royal Cactus,30,6,100
9831005,Deo,30,6,100
9831006,Scarred Bear,30,6,100
9831007,Panda,30,6,100
9831008,Tae Roon,30,6,100
9831009,Werewolf,30,6,100
9831010,Lycanthrope,30,6,100
9831011,Bloodfang,30,6,100
9831012,Blue Leviathan,30,6,100
9831013,Red Leviathan,30,6,100
9831014,Manon,30,6,100
9833000,Eagle,11,0,150
9833001,Black Eagle,11,0,150
9833002,Gold Eagle,11,0,150
9833003,Bald Eagle,11,0,150
9833004,Pollo,1,0,3000
9833006,Island White Fang,1,1,10000
9833007,Island Werewolf,1,1,50000
9833008,Devil Mukuru,1,15,12000
9833009,Island Frostprey,1,13500,500000
9833010,Island Frostprey,1,0,10000
9833020,Stalactite,200,0,1619775
9833030,Pinedeer,210,0,179398800
9833031,Ewenana,210,0,179398800
9833032,Flyon,210,0,378658800
9833033,Unripe Wolfruit,210,0,378658800
9833034,Green Catfish,210,0,199504800
9833035,Rhyturtle,210,0,409590000
9833036,Crilia,210,0,215341200
9833037,Birdshark,210,0,441180000
9833038,Bighorn Pinedeer,210,0,184230000
9833039,Ramanana,210,0,184230000
9833040,Angry Flyon,210,0,388558800
9833041,Ripe Wolfruit,210,0,388558800
9833042,Blue Catfish,210,0,209925000
9833043,Boss Rhyturtle,210,0,419850000
9833044,Patriarch Crilia,210,0,226132200
9833045,Patriarch Birdshark,210,0,452264400
9833046,Slurpy Tree,210,0,15075480
9833050,Pinedeer,210,0,358797600
9833051,Ewenana,210,0,358797600
9833052,Flyon,210,0,757317600
9833053,Unripe Wolfruit,210,0,757317600
9833054,Green Catfish,210,0,399009600
9833055,Rhyturtle,210,0,819180000
9833056,Crilia,210,0,430682400
9833057,Birdshark,210,0,882360000
9833058,Bighorn Pinedeer,210,0,368460000
9833059,Ramanana,210,0,368460000
9833060,Angry Flyon,210,0,777117600
9833061,Ripe Wolfruit,210,0,777117600
9833062,Blue Catfish,210,0,419850000
9833063,Boss Rhyturtle,210,0,839700000
9833064,Patriarch Crilia,210,0,452264400
9833065,Patriarch Birdshark,210,0,904528800
9833066,Slurpy Tree,210,0,30150960
9833070,Sleepytime Music Box,100,0,1200000
